subject_id	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	sid_hash
136	False	112.903	1	False	Male	19	asso	Currently pursuing	Yes	Yes	None	True	False	False	False	False	False	True	False	False	True	True	False	target	2.0	2.0	1.0	70.0	I went through and saw where each 1 was and if the rows near the blank one had a 1. Then the same with the twos. After that I checked the row that is blue and picked which one I thought fit best.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Where all of the numbers were placed. If the numbers were all clustered with like numbers or different numbers.	['targetDouble']	It was the number i thought but it was still close enough to where it was helpful.	No, I just submitted my original guess without checking any further.			Only if I was stuck and couldn't figure out the answer did I pick one at random.	row	472f25
137	False		0	True	Male	32	bach	Completed	Yes	Yes	1 to 3	True	True	False	True	True	False	True	False	False																			4508c5
138	True	82.255	1	False	Male	22	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			f00fb4
139	False		0	True	Male	45	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	True	False																			8a66b0
140	False		0	True	Male	18	hs	Currently pursuing	Yes	Yes	7 to 9	True	True	False	True	False	False	False	False	False																			24efb1
141	True	121.905	1	False	Male	31	asso	Completed	Yes	Yes	7 to 9	True	True	False	False	False	False	False	False	False																			69b322
142	True	45.428	1	False	Female	29	mast	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	True																			0e5896
143	True	65.933	1	False	Female	25	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	False																			ad7b35
144	True	81.922	1	False	Male	30	bach	Completed	Yes	Yes	1 to 3	True	True	True	True	False	True	True	False	False																			2b4639
145	True	74.786	1	False	Female	25	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			7d59ff
146	False	57.973	1	False	Male	21	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	False	True	False	True	True	False	False																			21f071
147	True	58.149	1	False	Female	24	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	True																			587f0a
148	False		0	True	Male	44	bach	Completed	No	No	None	False	False	False	False	True	False	False	False	False	True	True	True	target	1.0	1.0	6.0	90.0	i see the row and column .the blue column is so close to the number 1 .so i selected no 1.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	in the row or set of puzzle contain two 1 and contain one 6 so it's show to me the correct one.	['distractorBox', 'targetDouble']	twon umbers also is closer to the blue column.	Yes, I checked to see whether the candidate was actually correct.	its so closer the blue column and the numbers are printed in the column related the correct one .	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	the number is closer to the blue box is the main thing and the numbers are printed in the box also determine which one is correct.	row	d10ad3
149	False		0	True	Female	40	bach	Completed	Yes	No	None	True	True	True	False	False	False	True	False	False	True	True	True	target	9.0	9.0	3.0	100.0	"Sudoko has a set of rules: numbers do not repeat either in 3x3, columns, or rows:
First section with blue cells the blue 9 and 3 are already present so the blues cell with not contain those number (9 or 3)
Second section contain blue cells and green: 1st blue cell you must look at the column 9 & 3 are in the column so neither a 9 or 3 can be place in that blue cell 
look at cell with 8 look cat the column there is 3 
so the green cell has two possibility 9 or 3 
look at the last section of blues cells:  find the blue cell without numbers  look at its column it has a 9 so the only possibility in that space a 3 
making the green cell a 9 
because number do not repeat themself either in 3x3, rows or columns
"	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I initially notice the two numbers repeated 9 & 3. Then look at the columns using the the rules I learned from tutorial i was able to make decision of which number went in the green cell.	['targetDouble', 'targetSingle']	"I looked at those cells
First, 9 could not repeat in blue next to the green cell 
Second I confirmed it with looking at other 9 in column; I told myself if 9 can not repeated in the column then that blue cell must be a 3 so therefore the green cell had to be a 9"	Yes, I checked to see whether the candidate was actually correct.	"I look at the last section of blue cells: I looked at the column of the only blank blue cell there is a 9. So the blank blue cell could not be a 9 therefore it was 3 
i double checked with look at the section with green cell:
The 1st blue cell could not be 9 or 3 because both appeared in the same column
then i looked at the cell with 8 and its column it had 3 
so therefore I choose to but a 9 in the green cell"	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	looking at the number given to use  9 &3 and rules I was able clearly able to focus on the seconds and third section of blue cells and their receptive columns to check my answer	row	0cfd85
150	False	121.252	1	False	Male	56	phd	Completed	Yes	Yes	None	True	True	True	True	True	True	True	True	False	True	True	False	target	6.0	6.0	7.0	100.0	Find a row or column with 3 numbers.  Select a pair that are not in the 3 numbers (this will be obvious from the other numbers not in the row - but maybe not in a fully populated puzzle).  Then try to put the pair in every cell other than origin, like they are immigrants looking for a home.  If both fit, move on.  When one fails to fit, it will fit in origin.  	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetDouble', 'targetSingle']					Use the process of elimination.  Just because you can place a number does not mean it belongs there.  If the mate can be placed, it goes first.	column	4ae018
151	True	53.726	1	False	Female	23	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			516f46
152	False		0	True	Female	47	bach	Completed	Yes	No	None	True	True	False	False	False	False	True	False	False	True	True	False	target	6.0	6.0	9.0	40.0	I looked at the columns that contain both a 6 and a 9 and determined which blocks could not contain a 6 nor a 9. I eliminated the blocks in the row with the green square as possibilities then looked at the columns that contained a 6 or a 9. I chose 6 because I felt the column containing only a 6 would use 9 in that space because of the placement of 9 in the rows. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The place of the 6 in the top row compared to the 9 in the row above the colored row. 	['targetSingle', 'distractorBox']	I felt the 9 would be on the top row of the square containing the green box because the location of these two cells would make it impossible to use either number where they intersect and 6 is in the top row in the square to the left of the square with the green cell. 	No, I just submitted my original guess without checking any further.			6 is in the top row of the square to the left of the square with the green cell 9 is in the next row. The square cannot contain more than one 6 and 9 so I felt 9 would be in the row with the 9, 4th row down. 	row	b1f158
153	True	151.875	1	False	Male	33	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			19a258
154	True	56.603	1	False	Female	24	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			686504
155	True	29.832	1	False	Male	33	bach	Completed	Yes	Yes	1 to 3	True	True	False	True	False	False	True	False	False																			a915bb
156	True	461.632	3	False	Female	53	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			40ea84
157	False	120.843	2	False	Male	29	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			e71dd9
158	True	59.836	1	False	Male	22	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	True	True	True	True	True	True	True																			92f09f
159	True	51.873	1	False	Female	28	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	True																			b91ddb
160	True	46.01	1	False	Female	23	mast	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	False	False	True	True	False																			0458c8
161	False		0	True	Male	35	asso	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	True	True																			35b667
162	True	65.363	1	False	Female	42	bach	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	True	False	False																			0e0454
163	True	169.075	1	False	Female	27	asso	Currently pursuing	Yes	Yes	4 to 6	True	False	False	False	False	True	False	False	False																			4f5658
164	False		0	True	Female	20	bach	Currently pursuing	No	No	None	True	True	False	True	False	True	True	False	False	True	True	True	target	6.0	6.0	9.0	100.0	I checked the columns and the rows to see if the number 6 or 9 was in any of them and the box on the top already had a 6 and a 9 so I cancelled that one out. The box below had the 6 and the 9 in the same row, and the box in the middle had the 9 in the bottom row so that left 6 available in the middle row of the box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 9 should be in the row below it so that left 6.	['targetSingle', 'distractorSingle']	The 9 was being used on the bottom row so the only number left to be in the middle was the 6.	Yes, I checked to see whether the candidate was actually correct.	I checked if it was overlapping with any other numbers.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I followed the directions in the beginning.	column	585907
165	True	366.457	1	False	Male	42	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			c5130f
166	False	69.916	2	False	Male	39	bach	Completed	No	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			36db4a
167	False		0	True	Female	32	mast	Completed	Yes	No	None	True	False	False	False	False	False	True	False	False	True	True	True	target	4.0	4.0	7.0	90.0	The middle box on the left has both a 7 and a 4. I then looked in the row of the 7 of that box and saw the 4 on the same row on the box on the right hand side. This eliminated the possibility of the blue box of that row being either 7 or 4. And because the box in the middle of the left side also contains a 4, that meant the blue box of that same row could be a 7. Thus, the answer was 4.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	There were more than one 9 unit boxes with 7 and 4 in them, thus eliminating those blue squares in the boxes. From there it was easy to figure out.	['distractorDouble', 'targetDouble', 'targetSingle']	Because the left side had both 7 and 4, I was able to look at the right side and see the 4 in the same row as the 7 on the left side. From there, I looked at the 4 on the left side and could see that 7 was a possibility in the blue square of that row. Thus the answer became clear that it was 4.	No, I just submitted my original guess without checking any further.			I feel my responses are clear and easy to understand.	column	ca04a1
